data,nome,ticker,prezzo_carico,prezzo_oggi,rendimento_da_carico,rendimento_da_carico_%,ticker_effettivo,quantita,valore_carico_eur,valore_attuale_eur,pl_eur
2026-03-04,World_Quality,IWQU.MI,69.7119,70.91999816894531,0.017329870064441,1.73,,,,,
2026-03-04,Australia,SAUS.MI,50.07,53.869998931884766,0.0758937274193083,7.59,,,,,
2026-03-04,Canada,CSCA.MI,242.3,254.69000244140625,0.0511349667412557,5.11,,,,,
2026-03-04,Japan,LCUJ.DE,19.7444,20.83300018310547,0.0551346297231352,5.51,,,,,
2026-03-04,Switzerland,SW2CHB.MI,34.0694,34.54999923706055,0.0141064778675452,1.41,,,,,
2026-03-04,Germany_DAX,EXS1.DE,197.58,200.25,0.0135135135135133,1.35,,,,,
2026-03-04,EM_ex_China,EXCH.MI,6.5264,6.715000152587891,0.0288980375992722,2.89,,,,,
2026-03-04,World_SmallCap,IUSN.DE,8.1868,8.348999977111816,0.019812378110106,1.98,,,,,
2026-03-05,MSCI_World,MWRD.MI,128.7814,142.17999267578125,0.1040413652575702,10.4,,,,,
2026-03-05,Italy_MIB_ESG,FMI.MI,79.86,106.63999938964844,0.3353368318263015,33.53,,,,,
2026-03-05,EM_IMI,EIMI.MI,38.273,40.810001373291016,0.0662869744543415,6.63,,,,,
2026-03-05,World_Quality,IWQU.MI,69.7119,70.30000305175781,0.008436193128545,0.84,,,,,
2026-03-05,Australia,SAUS.MI,50.07,52.97999954223633,0.0581186247700484,5.81,,,,,
2026-03-05,Canada,CSCA.MI,242.3,252.4100036621093,0.0417251492451893,4.17,,,,,
2026-03-05,Japan,LCUJ.DE,19.7444,20.388999938964844,0.0326472285288408,3.26,,,,,
2026-03-05,Switzerland,SW2CHB.MI,34.0694,34.14500045776367,0.0022190134773043,0.22,,,,,
2026-03-05,Germany_DAX,EXS1.DE,197.58,196.97999572753903,-0.0030367662337329,-0.3,,,,,
2026-03-05,EM_ex_China,EXCH.MI,6.5264,6.556000232696533,0.0045354610040042,0.45,,,,,
2026-03-05,World_SmallCap,IUSN.DE,8.1868,8.281000137329102,0.0115063440329679,1.15,,,,,
2026-03-06,MSCI_World,MWRD.MI,128.7814,140.49000549316406,0.0909184516798549,9.09,,,,,
2026-03-06,Italy_MIB_ESG,FMI.MI,79.86,105.0999984741211,0.3160530738056737,31.61,,,,,
2026-03-06,EM_IMI,EIMI.MI,38.273,40.6349983215332,0.0617144807444725,6.17,,,,,
2026-03-06,World_Quality,IWQU.MI,69.7119,69.47000122070312,-0.0034699782863022,-0.35,,,,,
2026-03-06,Australia,SAUS.MI,50.07,52.31999969482422,0.0449370819817098,4.49,,,,,
2026-03-06,Canada,CSCA.MI,242.3,251.38999938964844,0.037515474162808,3.75,,,,,
2026-03-06,Japan,LCUJ.DE,19.7444,20.11800003051757,0.01892182241636,1.89,,,,,
2026-03-06,Switzerland,SW2CHB.MI,34.0694,33.814998626708984,-0.0074671515580261,-0.75,,,,,
2026-03-06,Germany_DAX,EXS1.DE,197.58,195.1999969482422,-0.0120457690644691,-1.2,,,,,
2026-03-06,EM_ex_China,EXCH.MI,6.5264,6.520999908447266,-0.0008274227066582,-0.08,,,,,
2026-03-06,World_SmallCap,IUSN.DE,8.1868,8.128999710083008,-0.0070601810129711,-0.71,,,,,
2026-03-09,MSCI_World,MWRD.MI,128.7814,139.97999572753906,0.0869581766275182,8.7,,,,,
2026-03-09,Italy_MIB_ESG,FMI.MI,79.86,104.87999725341795,0.3132982375834958,31.33,,,,,
2026-03-09,EM_IMI,EIMI.MI,38.273,40.709999084472656,0.0636741066671715,6.37,,,,,
2026-03-09,World_Quality,IWQU.MI,69.7119,69.1500015258789,-0.0080602949298627,-0.81,,,,,
2026-03-09,Australia,SAUS.MI,50.07,52.72999954223633,0.0531256149837493,5.31,,,,,
2026-03-09,Canada,CSCA.MI,242.3,249.6699981689453,0.0304168310728241,3.04,,,,,
2026-03-09,Japan,LCUJ.DE,19.7444,20.00900077819824,0.0134013076213126,1.34,,,,,
2026-03-09,Switzerland,SW2CHB.MI,34.0694,33.4900016784668,-0.0170064140117878,-1.7,,,,,
2026-03-09,Germany_DAX,EXS1.DE,197.58,193.67999267578125,-0.0197388770331954,-1.97,,,,,
2026-03-09,EM_ex_China,EXCH.MI,6.5264,6.514999866485596,-0.0017467721124055,-0.17,,,,,
2026-03-09,World_SmallCap,IUSN.DE,8.1868,8.032999992370605,-0.0187863399166211,-1.88,,,,,
2026-03-10,MSCI_World,MWRD.MI,128.7814,141.83999633789062,0.1014012608799923,10.14,,,,,
2026-03-10,Italy_MIB_ESG,FMI.MI,79.86,107.5,0.3461056849486601,34.61,,,,,
2026-03-10,EM_IMI,EIMI.MI,38.273,41.650001525878906,0.0882345655129961,8.82,,,,,
2026-03-10,World_Quality,IWQU.MI,69.7119,70.0,0.0041327233944277,0.41,,,,,
2026-03-10,Australia,SAUS.MI,50.07,53.68999862670898,0.0722987542781903,7.23,,,,,
2026-03-10,Canada,CSCA.MI,242.3,252.67999267578125,0.0428394249929064,4.28,,,,,
2026-03-10,Japan,LCUJ.DE,19.7444,20.72100067138672,0.0494621599738012,4.95,,,,,
2026-03-10,Switzerland,SW2CHB.MI,34.0694,33.78499984741211,-0.0083476712999903,-0.83,,,,,
2026-03-10,EM_ex_China,EXCH.MI,6.5264,6.697999954223633,0.0262932021058521,2.63,,,,,
2026-03-10,World_SmallCap,IUSN.DE,8.1868,8.20300006866455,0.0019788035208567,0.2,,,,,
2026-03-11,MSCI_World,MWRD.MI,128.7814,141.36000061035156,0.0976740477301192,9.77,,,,,
2026-03-11,Italy_MIB_ESG,FMI.MI,79.86,106.26000213623048,0.3305785391463871,33.06,,,,,
2026-03-11,EM_IMI,EIMI.MI,38.273,41.41999816894531,0.0822250194378624,8.22,,,,,
2026-03-11,World_Quality,IWQU.MI,69.7119,69.72000122070312,0.000116210011535,0.01,,,,,
2026-03-11,Australia,SAUS.MI,50.07,53.380001068115234,0.0661074709030404,6.61,,,,,
2026-03-11,Canada,CSCA.MI,242.3,251.1699981689453,0.036607503792593,3.66,,,,,
2026-03-11,Japan,LCUJ.DE,19.7444,20.34199905395508,0.030266761915028,3.03,,,,,
2026-03-11,Switzerland,SW2CHB.MI,34.0694,33.474998474121094,-0.0174467858512009,-1.74,,,,,
2026-03-11,Germany_DAX,EXS1.DE,197.58,195.6600036621093,-0.0097175642164725,-0.97,,,,,
2026-03-11,EM_ex_China,EXCH.MI,6.5264,6.665999889373779,0.0213900296294708,2.14,,,,,
2026-03-11,World_SmallCap,IUSN.DE,8.1868,8.12399959564209,-0.0076709342304576,-0.77,,,,,
2026-03-12,MSCI_World,MWRD.MI,128.7814,140.6999969482422,0.0925490555953125,9.25,,,,,
2026-03-12,Italy_MIB_ESG,FMI.MI,79.86,105.77999877929688,0.3245679787039428,32.46,,,,,
2026-03-12,EM_IMI,EIMI.MI,38.273,40.64500045776367,0.0619758173585469,6.2,,,,,
2026-03-12,World_Quality,IWQU.MI,69.7119,69.38999938964844,-0.0046175848076377,-0.46,,,,,
2026-03-12,Australia,SAUS.MI,50.07,52.869998931884766,0.0559216882741115,5.59,,,,,
2026-03-12,Canada,CSCA.MI,242.3,251.19000244140625,0.0366900637284615,3.67,,,,,
2026-03-12,Japan,LCUJ.DE,19.7444,20.2509994506836,0.0256578802436941,2.57,,,,,
2026-03-12,Switzerland,SW2CHB.MI,34.0694,33.23500061035156,-0.0244911677237766,-2.45,,,,,
2026-03-12,Germany_DAX,EXS1.DE,197.58,195.17999267578125,-0.0121470155087496,-1.21,,,,,
2026-03-12,EM_ex_China,EXCH.MI,6.5264,6.507999897003174,-0.002819334241975,-0.28,,,,,
2026-03-12,World_SmallCap,IUSN.DE,8.1868,8.062999725341797,-0.0151219371009677,-1.51,,,,,
2026-03-13,MSCI_World,MWRD.MI,128.7814,140.4199981689453,0.0903748380507225,9.04,,,,,
2026-03-13,Italy_MIB_ESG,FMI.MI,79.86,105.18000030517578,0.3170548498018506,31.71,,,,,
2026-03-13,EM_IMI,EIMI.MI,38.273,40.71500015258789,0.0638047749742085,6.38,,,,,
2026-03-13,World_Quality,IWQU.MI,69.7119,69.25,-0.006625841499084,-0.66,,,,,
2026-03-13,Australia,SAUS.MI,50.07,52.61000061035156,0.0507289916187649,5.07,,,,,
2026-03-13,Canada,CSCA.MI,242.3,249.38999938964844,0.029261243869783,2.93,,,,,
2026-03-13,Japan,LCUJ.DE,19.7444,20.150999069213867,0.0205931337095008,2.06,,,,,
2026-03-13,Switzerland,SW2CHB.MI,34.0694,33.26499938964844,-0.0236106479818125,-2.36,,,,,
2026-03-13,Germany_DAX,EXS1.DE,197.58,193.97999572753903,-0.0182204892826245,-1.82,,,,,
2026-03-13,EM_ex_China,EXCH.MI,6.5264,6.497000217437744,-0.0045047472668324,-0.45,,,,,
2026-03-13,World_SmallCap,IUSN.DE,8.1868,8.027000427246094,-0.0195191738840457,-1.95,,,,,
2026-03-16,MSCI_World,MWRD.MI,128.7814,140.8000030517578,0.0933256126409389,9.33,,,,,
2026-03-16,Italy_MIB_ESG,FMI.MI,79.86,105.33999633789062,0.3190583062595871,31.91,,,,,
2026-03-16,EM_IMI,EIMI.MI,38.273,41.30500030517578,0.0792203460710103,7.92,,,,,
2026-03-16,World_Quality,IWQU.MI,69.7119,69.37999725341797,-0.00476106298325,-0.48,,,,,
2026-03-16,Australia,SAUS.MI,50.07,53.08000183105469,0.0601158743969381,6.01,,,,,
2026-03-16,Canada,CSCA.MI,242.3,249.8000030517578,0.0309533761938003,3.1,,,,,
2026-03-16,Japan,LCUJ.DE,19.7444,20.32900047302246,0.029608419249127,2.96,,,,,
2026-03-16,Switzerland,SW2CHB.MI,34.0694,33.28499984741211,-0.0230235974976926,-2.3,,,,,
2026-03-16,Germany_DAX,EXS1.DE,197.58,195.0399932861328,-0.0128555861618949,-1.29,,,,,
2026-03-16,EM_ex_China,EXCH.MI,6.5264,6.617000102996826,0.0138820947224851,1.39,,,,,
2026-03-16,World_SmallCap,IUSN.DE,8.1868,8.0600004196167,-0.0154882958400475,-1.55,,,,,
2026-03-17,MSCI_World,MWRD.MI,128.7814,141.11000061035156,0.095732773602023,9.57,,,,,
2026-03-17,Italy_MIB_ESG,FMI.MI,79.86,106.18000030517578,0.3295767631502102,32.96,,,,,
2026-03-17,EM_IMI,EIMI.MI,38.273,41.6150016784668,0.0873200867051653,8.73,,,,,
2026-03-17,World_Quality,IWQU.MI,69.7119,69.4800033569336,-0.0033265001106899,-0.33,,,,,
2026-03-17,Australia,SAUS.MI,50.07,53.5,0.0685040942680248,6.85,,,,,
2026-03-17,Canada,CSCA.MI,242.3,251.33999633789065,0.0373091058105266,3.73,,,,,
2026-03-17,Japan,LCUJ.DE,19.7444,20.32200050354004,0.0292538898897936,2.93,,,,,
2026-03-17,Switzerland,SW2CHB.MI,34.0694,33.494998931884766,-0.0168597353670811,-1.69,,,,,
2026-03-17,Germany_DAX,EXS1.DE,197.58,196.3000030517578,-0.0064783730551786,-0.65,,,,,
2026-03-17,EM_ex_China,EXCH.MI,6.5264,6.703999996185303,0.0272125515115995,2.72,,,,,
2026-03-17,World_SmallCap,IUSN.DE,8.1868,8.085000038146973,-0.0124346462418805,-1.24,,,,,
2026-03-18,MSCI_World,MWRD.MI,128.7814,140.2100067138672,0.0887442341352648,8.87,,,,,
2026-03-18,Italy_MIB_ESG,FMI.MI,79.86,106.26000213623048,0.3305785391463871,33.06,,,,,
2026-03-18,EM_IMI,EIMI.MI,38.273,41.32500076293945,0.0797429196284442,7.97,,,,,
2026-03-18,World_Quality,IWQU.MI,69.7119,68.94000244140625,-0.0110726799670322,-1.11,,,,,
2026-03-18,Australia,SAUS.MI,50.07,52.68999862670898,0.0523267151329935,5.23,,,,,
2026-03-18,Canada,CSCA.MI,242.3,248.0500030517578,0.0237309246874031,2.37,,,,,
2026-03-18,Japan,LCUJ.DE,19.7444,20.304000854492188,0.02834225676608,2.83,,,,,
2026-03-18,Switzerland,SW2CHB.MI,34.0694,32.8849983215332,-0.034764383243227,-3.48,,,,,
2026-03-18,Germany_DAX,EXS1.DE,197.58,194.4199981689453,-0.0159935308789083,-1.6,,,,,
2026-03-18,EM_ex_China,EXCH.MI,6.5264,6.65500020980835,0.0197046166046135,1.97,,,,,
2026-03-18,World_SmallCap,IUSN.DE,8.1868,8.065999984741211,-0.0147554618726228,-1.48,,,,,
2026-03-19,MSCI_World,MWRD.MI,128.7814,137.92999267578125,0.0710397050799358,7.1,,,,,
2026-03-19,Italy_MIB_ESG,FMI.MI,79.86,102.87999725341795,0.2882544108867764,28.83,,,,,
2026-03-19,EM_IMI,EIMI.MI,38.273,40.470001220703125,0.0574034233193927,5.74,,,,,
2026-03-19,World_Quality,IWQU.MI,69.7119,67.88999938964844,-0.0261347145946612,-2.61,,,,,
2026-03-19,Australia,SAUS.MI,50.07,51.970001220703125,0.0379468987558042,3.79,,,,,
2026-03-19,Canada,CSCA.MI,242.3,242.0,-0.0012381345439538,-0.12,,,,,
2026-03-19,Japan,LCUJ.DE,19.7444,19.895999908447266,0.0076781218192127,0.77,,,,,
2026-03-19,Switzerland,SW2CHB.MI,34.0694,31.94499969482422,-0.0623550841862722,-6.24,,,,,
2026-03-19,Germany_DAX,EXS1.DE,197.58,188.8800048828125,-0.0440327721286947,-4.4,,,,,
2026-03-19,EM_ex_China,EXCH.MI,6.5264,6.531000137329102,0.0007048506571925,0.07,,,,,
2026-03-19,World_SmallCap,IUSN.DE,8.1868,7.914999961853027,-0.0331997896793585,-3.32,,,,,
2026-03-20,MSCI_World,MWRD.MI,129.871,136.52000427246094,0.051196989878117,5.12,,,,,
2026-03-20,Italy_MIB_ESG,FMI.MI,79.86,101.37999725341795,0.2694715408642369,26.95,,,,,
2026-03-20,EM_IMI,EIMI.MI,38.273,39.72999954223633,0.0380686003771935,3.81,,,,,
2026-03-20,World_Quality,IWQU.MI,69.4158,67.30999755859375,-0.0303360681776519,-3.03,,,,,
2026-03-20,Australia,SAUS.MI,50.07,51.02999877929688,0.0191731331994582,1.92,,,,,
2026-03-20,Canada,CSCA.MI,242.3,239.19000244140625,-0.0128353180296895,-1.28,,,,,
2026-03-20,Japan,LCUJ.DE,19.7444,19.566999435424805,-0.0089848546714609,-0.9,,,,,
2026-03-20,Switzerland,SW2CHB.MI,34.0694,31.68000030517578,-0.0701333071561054,-7.01,,,,,
2026-03-20,Germany_DAX,EXS1.DE,197.58,185.1999969482422,-0.0626581792274412,-6.27,,,,,
2026-03-20,EM_ex_China,EXCH.MI,6.5264,6.406000137329102,-0.0184481280140503,-1.84,,,,,
2026-03-20,World_SmallCap,IUSN.DE,8.1868,7.830999851226807,-0.0434602224035267,-4.35,,,,,
2026-03-23,MSCI_World,MWRD.MI,129.871,137.10000610351562,0.0556629740551439,5.57,,,,,
2026-03-23,Italy_MIB_ESG,FMI.MI,79.86,102.58000183105467,0.2844978942030389,28.45,,,,,
2026-03-23,EM_IMI,EIMI.MI,38.273,40.130001068115234,0.0485198721844442,4.85,,,,,
2026-03-23,World_Quality,IWQU.MI,69.4158,67.68000030517578,-0.0250058300102313,-2.5,,,,,
2026-03-23,Australia,SAUS.MI,50.07,51.66999816894531,0.0319552260624189,3.2,,,,,
2026-03-23,Canada,CSCA.MI,242.3,240.4499969482422,-0.0076351756160042,-0.76,,,,,
2026-03-23,Japan,LCUJ.DE,19.7444,19.772499084472656,0.0014231419781132,0.14,,,,,
2026-03-23,Switzerland,SW2CHB.MI,34.0694,31.875,-0.064409704896476,-6.44,,,,,
2026-03-23,Germany_DAX,EXS1.DE,197.58,187.27999877929688,-0.0521307886461338,-5.21,,,,,
2026-03-23,EM_ex_China,EXCH.MI,6.5264,6.466000080108643,-0.0092547070193915,-0.93,,,,,
2026-03-23,World_SmallCap,IUSN.DE,8.1868,7.892000198364258,-0.0360091612883839,-3.6,,,,,
2026-03-24,MSCI_World,MWRD.MI,129.871,137.14999389648438,0.0560478774821504,5.6,,,,,
2026-03-24,Italy_MIB_ESG,FMI.MI,79.86,102.77999877929688,0.287002238658864,28.7,,,,,
2026-03-24,EM_IMI,EIMI.MI,38.273,39.97999954223633,0.0446006203390465,4.46,,,,,
2026-03-24,World_Quality,IWQU.MI,69.4158,67.7699966430664,-0.0237093479716952,-2.37,,,,,
2026-03-24,Australia,SAUS.MI,50.07,51.150001525878906,0.0215698327517257,2.16,,,,,
2026-03-24,Canada,CSCA.MI,242.3,242.1000061035156,-0.0008253978393907,-0.08,,,,,
2026-03-24,Japan,LCUJ.DE,19.7444,19.87800025939941,0.0067664886954992,0.68,,,,,
2026-03-24,Switzerland,SW2CHB.MI,34.0694,31.950000762939453,-0.0622082935731345,-6.22,,,,,
2026-03-24,Germany_DAX,EXS1.DE,197.58,187.1199951171875,-0.0529406057435596,-5.29,,,,,
2026-03-24,EM_ex_China,EXCH.MI,6.5264,6.452000141143799,-0.0113998312785303,-1.14,,,,,
2026-03-24,World_SmallCap,IUSN.DE,8.1868,7.941999912261963,-0.0299018038474174,-2.99,,,,,
2026-03-25,MSCI_World,MWRD.MI,129.871,138.27000427246094,0.0646718995962218,6.47,,,,,
2026-03-25,Italy_MIB_ESG,FMI.MI,79.86,104.0999984741211,0.3035311604573139,30.35,,,,,
2026-03-25,EM_IMI,EIMI.MI,38.273,40.68999862670898,0.0631515331097374,6.32,,,,,
2026-03-25,World_Quality,IWQU.MI,69.4158,68.20999908447266,-0.0173706982492076,-1.74,,,,,
2026-03-25,Australia,SAUS.MI,50.07,51.540000915527344,0.0293589158283871,2.94,,,,,
2026-03-25,Canada,CSCA.MI,242.3,243.1300048828125,0.0034255257235347,0.34,,,,,
2026-03-25,Japan,LCUJ.DE,19.7444,20.2549991607666,0.025860454648741,2.59,,,,,
2026-03-25,Switzerland,SW2CHB.MI,34.0694,32.57500076293945,-0.0438633858260065,-4.39,,,,,
2026-03-25,Germany_DAX,EXS1.DE,197.58,190.13999938964844,-0.0376556362503875,-3.77,,,,,
2026-03-25,EM_ex_China,EXCH.MI,6.5264,6.553999900817871,0.0042289624935449,0.42,,,,,
2026-03-25,World_SmallCap,IUSN.DE,8.1868,8.02299976348877,-0.020007846351594,-2.0,,,,,
2026-03-26,MSCI_World,MWRD.MI,129.871,136.80999755859375,0.0534299232206862,5.34,,,,,
2026-03-26,Italy_MIB_ESG,FMI.MI,79.86,103.4000015258789,0.294765859327309,29.48,,,,,
2026-03-26,EM_IMI,EIMI.MI,38.273,39.73500061035156,0.0381992686842307,3.82,,,,,
2026-03-26,World_Quality,IWQU.MI,69.4158,67.44000244140625,-0.0284632253549445,-2.85,,,,,
2026-03-26,Australia,SAUS.MI,50.07,50.86000061035156,0.0157779231146706,1.58,,,,,
2026-03-26,Canada,CSCA.MI,242.3,242.2899932861328,-4.129886036818853e-05,-0.0,,,,,
2026-03-26,Japan,LCUJ.DE,19.7444,19.95400047302246,0.0106156921974058,1.06,,,,,
2026-03-26,Switzerland,SW2CHB.MI,34.0694,32.32500076293945,-0.0512013489248577,-5.12,,,,,
2026-03-26,Germany_DAX,EXS1.DE,197.58,187.0,-0.0535479299524244,-5.35,,,,,
2026-03-26,EM_ex_China,EXCH.MI,6.5264,6.388000011444092,-0.0212061762312926,-2.12,,,,,
2026-03-26,World_SmallCap,IUSN.DE,8.1868,7.97100019454956,-0.0263594817817022,-2.64,,,,,
2026-03-27,MSCI_World,MWRD.MI,129.871,134.8800048828125,0.0385690791848256,3.86,,,,,
2026-03-27,Italy_MIB_ESG,FMI.MI,79.86,102.44000244140624,0.282744833977038,28.27,,,,,
2026-03-27,EM_IMI,EIMI.MI,38.273,39.34999847412109,0.0281399021273767,2.81,,,,,
2026-03-27,World_Quality,IWQU.MI,69.4158,66.58000183105469,-0.0408523444078339,-4.09,,,,,
2026-03-27,Australia,SAUS.MI,50.07,50.70000076293945,0.0125823998989305,1.26,,,,,
2026-03-27,Canada,CSCA.MI,242.3,240.7400054931641,-0.0064382769576391,-0.64,,,,,
2026-03-27,Japan,LCUJ.DE,19.7444,19.58449935913086,-0.0080985312731275,-0.81,,,,,
2026-03-27,Switzerland,SW2CHB.MI,34.0694,32.07500076293945,-0.0585393120237088,-5.85,,,,,
2026-03-27,Germany_DAX,EXS1.DE,197.58,184.4600067138672,-0.0664034481533193,-6.64,,,,,
2026-03-27,EM_ex_China,EXCH.MI,6.5264,6.310999870300293,-0.0330044327193715,-3.3,,,,,
2026-03-27,World_SmallCap,IUSN.DE,8.1868,7.86299991607666,-0.0395514833540991,-3.96,,,,,
2026-03-30,Italy_MIB_ESG,FMI.MI,79.86,103.66000366210938,0.2980215835475754,29.8,,,,,
2026-03-30,EM_IMI,EIMI.MI,38.273,39.52000045776367,0.0325817275302084,3.26,,,,,
2026-03-30,World_Quality,IWQU.MI,69.4158,66.94999694824219,-0.0355222161490297,-3.55,,,,,
2026-03-30,Australia,SAUS.MI,50.07,51.209999084472656,0.0227681063405762,2.28,,,,,
2026-03-30,Canada,CSCA.MI,242.3,243.8600006103516,0.0064383021475507,0.64,,,,,
2026-03-30,Japan,LCUJ.DE,19.7444,19.875,0.0066145337412126,0.66,,,,,
2026-03-30,Switzerland,SW2CHB.MI,34.0694,32.435001373291016,-0.0479726272464142,-4.8,,,,,
2026-03-30,Germany_DAX,EXS1.DE,197.58,186.6000061035156,-0.0555723954675796,-5.56,,,,,
2026-03-30,EM_ex_China,EXCH.MI,6.5264,6.300000190734863,-0.034689845744229,-3.47,,,,,
